iter	Logloss
0	0.6206896608
1	0.555504607
2	0.4951472814
3	0.4382825737
4	0.3907535063
5	0.3483923991
6	0.3142140197
7	0.2831949722
8	0.2572178869
9	0.2325919476
10	0.2143164998
11	0.1968264898
12	0.1825608013
13	0.1669424626
14	0.1563526307
15	0.1455234693
16	0.1365620671
17	0.1279531295
18	0.1208935176
19	0.1154632379
20	0.110146225
21	0.1054573974
22	0.1005657562
23	0.09723164367
24	0.09299732251
25	0.08896192521
26	0.08635022719
27	0.08368343033
28	0.08149650183
29	0.0793357901
30	0.07731186486
31	0.07533729948
32	0.073471064
33	0.07090987177
34	0.06874652167
35	0.06696335615
36	0.06583784928
37	0.06490377214
38	0.06352472782
39	0.06195158868
40	0.06110676533
41	0.06026782496
42	0.0593915841
43	0.05846520429
44	0.05727457639
45	0.0562113818
46	0.05544594381
47	0.05472959752
48	0.05376851155
49	0.05310961791
50	0.05243579611
51	0.05178858431
52	0.05108246609
53	0.05067007394
54	0.04999454993
55	0.04938019419
56	0.04890493351
57	0.04835009006
58	0.04797493709
59	0.04756968947
60	0.04707333574
61	0.04637813952
62	0.04603547199
63	0.04546749743
64	0.04503562557
65	0.04453186006
66	0.04400146013
67	0.04298037011
68	0.0426188424
69	0.04220943257
70	0.04184181541
71	0.04159071595
72	0.04124624152
73	0.04082430165
74	0.04057531958
75	0.04035390222
76	0.0399060893
77	0.03965272876
78	0.03937637555
79	0.03904034259
80	0.03880237177
81	0.03842678332
82	0.03815921016
83	0.03785096589
84	0.03755870289
85	0.037295462
86	0.03702651915
87	0.0367087111
88	0.03651440171
89	0.03626972348
90	0.03603281436
91	0.03577471261
92	0.03547375328
93	0.03525767911
94	0.03480278113
95	0.03457072722
96	0.03433562503
97	0.03418198129
98	0.03399742529
99	0.03377128275
100	0.03357720614
101	0.03335909222
102	0.03312064513
103	0.03288519054
104	0.03266237861
105	0.03235578491
106	0.0321578603
107	0.03196717691
108	0.03182191205
109	0.03161272477
110	0.0313548294
111	0.03115982683
112	0.03096556501
113	0.03074506783
114	0.03052820411
115	0.03034480047
116	0.03018168407
117	0.03002056327
118	0.02987402399
119	0.02970430918
120	0.02956552888
121	0.02939663295
122	0.02923675629
123	0.02907452956
124	0.0289537762
125	0.02881614897
126	0.0286080729
127	0.02844032575
128	0.02827850901
129	0.02814768225
130	0.02797716373
131	0.02779706682
132	0.02764614854
133	0.0274898043
134	0.02731039785
135	0.02713051304
136	0.02700143286
137	0.026884916
138	0.02674552035
139	0.0266330234
140	0.026499916
141	0.02639989541
142	0.02625851964
143	0.02612026648
144	0.02595981477
145	0.02584228275
146	0.02567335795
147	0.02556120047
148	0.02540826352
149	0.02531423029
150	0.02514385149
151	0.02504733582
152	0.02494141874
153	0.02481133059
154	0.02472314932
155	0.02460685459
156	0.02448668675
157	0.02437980437
158	0.02430413413
159	0.02419430062
160	0.02411004554
161	0.02399321519
162	0.02387776593
163	0.02377089747
164	0.02370178554
165	0.02359557165
166	0.02348759476
167	0.02337987581
168	0.02325495202
169	0.0231589839
170	0.0230766698
171	0.02297551937
172	0.02288591855
173	0.02277027649
174	0.02266301833
175	0.02254588398
176	0.02245679735
177	0.02238149549
178	0.02228267059
179	0.02221331106
180	0.02214089318
181	0.02205454859
182	0.0219435009
183	0.02183082765
184	0.02176555545
