iter	Passed	Remaining
439	3118	3968
440	3124	3960
441	3131	3953
442	3138	3946
443	3145	3939
444	3152	3931
445	3159	3924
446	3166	3917
447	3173	3910
448	3181	3903
449	3188	3896
450	3195	3889
451	3202	3882
452	3209	3875
453	3215	3867
454	3222	3859
455	3229	3853
456	3236	3845
457	3243	3838
458	3250	3831
459	3258	3824
460	3264	3817
461	3272	3810
462	3280	3804
463	3287	3797
464	3295	3791
465	3303	3784
466	3310	3778
467	3317	3770
468	3324	3763
469	3330	3755
470	3337	3748
471	3344	3741
472	3351	3734
473	3358	3727
474	3365	3719
475	3372	3712
476	3381	3707
477	3388	3700
478	3395	3693
479	3402	3685
480	3409	3679
481	3416	3671
482	3423	3664
483	3430	3657
484	3436	3648
485	3443	3642
486	3450	3634
487	3457	3627
488	3463	3619
489	3470	3612
490	3477	3604
491	3483	3596
492	3491	3590
493	3497	3582
494	3504	3575
495	3512	3568
496	3519	3562
497	3527	3555
498	3535	3549
499	3543	3543
500	3550	3536
501	3559	3531
502	3566	3524
503	3573	3517
504	3580	3510
505	3588	3503
506	3595	3496
507	3602	3488
508	3609	3481
509	3618	3476
510	3629	3473
511	3641	3470
512	3648	3463
513	3656	3457
514	3663	3449
515	3670	3442
516	3677	3435
517	3685	3429
518	3692	3421
519	3699	3414
520	3706	3407
521	3714	3401
522	3721	3394
523	3728	3386
524	3735	3379
525	3741	3372
526	3749	3365
527	3758	3360
528	3765	3352
529	3772	3345
530	3778	3337
531	3785	3330
532	3792	3322
533	3799	3315
534	3805	3307
535	3812	3300
536	3819	3292
537	3825	3284
538	3832	3277
539	3838	3269
540	3845	3262
541	3852	3255
542	3859	3247
543	3865	3240
544	3871	3232
545	3877	3224
546	3885	3217
547	3891	3209
548	3898	3202
549	3905	3195
550	3912	3188
551	3919	3181
552	3926	3173
553	3933	3166
554	3939	3159
555	3946	3151
556	3952	3143
557	3964	3140
558	3969	3131
559	3979	3126
560	3984	3117
561	3989	3109
562	3994	3100
563	4002	3094
564	4008	3086
565	4014	3078
566	4019	3069
567	4027	3062
568	4033	3055
569	4040	3047
570	4046	3040
571	4054	3033
572	4061	3026
573	4067	3018
574	4073	3011
575	4080	3003
576	4087	2996
577	4093	2988
578	4100	2981
579	4106	2973
580	4114	2966
581	4120	2959
582	4127	2952
583	4134	2944
584	4140	2937
585	4146	2929
586	4153	2922
587	4159	2914
588	4166	2907
589	4173	2900
590	4180	2892
591	4186	2885
592	4192	2877
593	4199	2870
594	4205	2862
595	4212	2855
596	4219	2848
597	4227	2841
598	4233	2834
599	4240	2827
600	4247	2819
601	4253	2812
602	4261	2805
603	4268	2798
604	4277	2792
605	4284	2785
606	4292	2779
607	4300	2772
608	4308	2766
609	4316	2759
610	4325	2754
611	4334	2748
612	4342	2741
613	4349	2734
614	4356	2727
615	4364	2720
616	4371	2713
617	4379	2707
618	4386	2699
619	4394	2693
620	4400	2685
621	4408	2679
622	4415	2672
623	4423	2665
624	4429	2657
625	4436	2650
626	4442	2643
627	4449	2635
628	4457	2628
629	4463	2621
630	4470	2614
631	4477	2607
632	4483	2599
633	4490	2592
634	4497	2585
635	4504	2578
636	4511	2570
637	4518	2563
638	4525	2556
639	4532	2549
640	4538	2542
641	4545	2534
642	4552	2527
643	4558	2519
644	4564	2512
645	4571	2505
646	4578	2498
647	4586	2491
648	4592	2483
649	4598	2476
650	4605	2468
651	4611	2461
652	4619	2454
653	4625	2447
654	4638	2443
655	4645	2435
656	4651	2428
657	4658	2421
658	4664	2413
659	4671	2406
660	4677	2399
661	4683	2391
662	4689	2383
663	4695	2375
664	4700	2368
665	4706	2360
666	4712	2352
667	4717	2344
668	4724	2337
669	4729	2329
670	4735	2321
671	4741	2314
672	4747	2306
673	4752	2298
674	4757	2290
675	4764	2283
676	4772	2276
677	4779	2270
678	4786	2262
679	4793	2255
680	4800	2248
681	4807	2241
682	4814	2234
683	4820	2227
684	4828	2220
685	4834	2213
686	4841	2206
687	4849	2198
688	4855	2191
689	4862	2184
690	4869	2177
691	4875	2169
692	4881	2162
693	4887	2154
694	4894	2148
695	4900	2140
696	4906	2133
697	4912	2125
698	4918	2117
699	4924	2110
700	4930	2103
701	4937	2095
702	4943	2088
703	4948	2080
704	4954	2073
705	4960	2065
706	4966	2058
707	4972	2050
708	4979	2043
709	4985	2036
710	4991	2028
711	4996	2021
712	5002	2013
713	5008	2006
714	5014	1998
715	5020	1991
716	5031	1985
717	5036	1978
718	5042	1970
719	5047	1963
720	5053	1955
721	5059	1948
722	5065	1940
723	5070	1933
724	5076	1925
725	5082	1918
726	5090	1911
727	5097	1904
728	5103	1897
729	5110	1890
730	5115	1882
731	5121	1875
732	5127	1867
733	5133	1860
734	5139	1853
735	5145	1845
736	5150	1837
737	5156	1830
738	5161	1823
739	5167	1815
740	5173	1808
741	5178	1800
742	5184	1793
743	5190	1785
744	5195	1778
745	5201	1771
746	5208	1764
747	5216	1757
748	5223	1750
749	5229	1743
750	5236	1736
751	5243	1729
752	5251	1722
753	5258	1715
754	5265	1708
755	5272	1701
756	5278	1694
757	5285	1687
758	5291	1680
759	5298	1673
760	5305	1666
761	5311	1658
762	5317	1651
763	5324	1644
764	5330	1637
765	5337	1630
766	5344	1623
767	5349	1616
768	5355	1608
769	5361	1601
770	5367	1594
771	5373	1587
772	5379	1579
773	5385	1572
774	5392	1565
775	5398	1558
776	5404	1551
777	5410	1544
778	5418	1537
779	5424	1529
780	5430	1522
781	5437	1515
782	5444	1508
783	5452	1502
784	5459	1495
785	5466	1488
786	5472	1481
787	5478	1474
788	5486	1467
789	5492	1459
790	5498	1452
791	5504	1445
792	5511	1438
793	5518	1431
794	5524	1424
795	5533	1418
796	5541	1411
797	5548	1404
798	5555	1397
799	5562	1390
800	5570	1383
801	5582	1378
802	5590	1371
803	5597	1364
804	5604	1357
805	5610	1350
806	5618	1343
807	5625	1336
808	5632	1329
809	5640	1323
810	5647	1316
811	5654	1309
812	5661	1302
813	5669	1295
814	5677	1288
815	5685	1281
816	5692	1275
817	5700	1268
818	5708	1261
819	5717	1254
820	5724	1248
821	5732	1241
822	5739	1234
823	5748	1227
824	5756	1221
825	5764	1214
826	5771	1207
827	5779	1200
828	5786	1193
829	5793	1186
830	5800	1179
831	5808	1172
832	5815	1165
833	5823	1159
834	5830	1152
835	5837	1145
836	5845	1138
837	5852	1131
838	5859	1124
839	5866	1117
840	5873	1110
841	5881	1103
842	5888	1096
843	5895	1089
844	5902	1082
845	5909	1075
846	5916	1068
847	5924	1061
848	5931	1054
849	5938	1047
850	5946	1041
851	5952	1034
852	5960	1027
853	5967	1020
854	5975	1013
855	5982	1006
856	5989	999
857	5996	992
858	6004	985
859	6012	978
860	6020	971
861	6028	965
862	6035	958
863	6043	951
864	6050	944
865	6058	937
866	6064	930
867	6071	923
868	6078	916
869	6085	909
870	6092	902
871	6100	895
872	6109	888
873	6115	881
874	6121	874
875	6128	867
876	6135	860
877	6142	853
878	6149	846
879	6156	839
880	6163	832
881	6170	825
882	6177	818
883	6183	811
884	6190	804
885	6197	797
886	6204	790
887	6211	783
888	6217	776
889	6224	769
890	6231	762
891	6238	755
892	6246	748
893	6253	741
894	6259	734
895	6266	727
896	6273	720
897	6280	713
898	6287	706
899	6295	699
900	6303	692
901	6310	685
902	6317	678
903	6324	671
904	6331	664
905	6337	657
906	6344	650
907	6352	643
908	6358	636
909	6365	629
910	6372	622
911	6378	615
912	6385	608
913	6392	601
914	6398	594
915	6405	587
916	6412	580
917	6419	573
918	6425	566
919	6433	559
920	6439	552
921	6446	545
922	6453	538
923	6460	531
924	6467	524
925	6473	517
926	6480	510
927	6486	503
928	6493	496
929	6500	489
930	6507	482
931	6513	475
932	6520	468
933	6527	461
934	6534	454
935	6541	447
936	6548	440
937	6555	433
938	6563	426
939	6569	419
940	6576	412
941	6583	405
942	6589	398
943	6597	391
944	6604	384
945	6612	377
946	6619	370
947	6627	363
948	6634	356
949	6641	349
950	6648	342
951	6656	335
952	6664	328
953	6670	321
954	6677	314
955	6684	307
956	6690	300
957	6697	293
958	6703	286
959	6710	279
960	6718	272
961	6725	265
962	6732	258
963	6739	251
964	6745	244
965	6752	237
966	6760	230
967	6765	223
968	6772	216
969	6779	209
970	6785	202
971	6792	195
972	6798	188
973	6805	181
974	6812	174
975	6819	167
976	6826	160
977	6833	153
978	6839	146
979	6846	139
980	6854	132
981	6861	125
982	6867	118
983	6875	111
984	6881	104
985	6888	97
986	6896	90
987	6903	83
988	6910	76
989	6916	69
990	6924	62
991	6931	55
992	6938	48
993	6945	41
994	6951	34
995	6957	27
996	6964	20
997	6971	13
998	6983	6
999	6990	0
